paper_id	catalog_title	preprint_title	publication_title	arxiv_id	arxiv_version	publication_doi	relation_status
P0673	How Can We Know When Language Models Know? On the Calibration of Language Models for Question Answering	"How Can We Know
                    <i>When</i>
                    Language Models Know? On the Calibration of Language Models for Question Answering"				10.1162/tacl_a_00407	no_publication_relation_verified
P0674	Large Language Models Struggle to Learn Long-Tail Knowledge	Large Language Models Struggle to Learn Long-Tail Knowledge					no_publication_relation_verified
P0675	Investigating the Factual Knowledge Boundary of Large Language Models with Retrieval Augmentation	Investigating the Factual Knowledge Boundary of Large Language Models with Retrieval Augmentation		2307.11019	3		no_publication_relation_verified
P0676	Self-Knowledge Guided Retrieval Augmentation for Large Language Models	Self-Knowledge Guided Retrieval Augmentation for Large Language Models				10.18653/v1/2023.findings-emnlp.691	no_publication_relation_verified
P0677	Rowen: Adaptive Retrieval-Augmented Generation for Hallucination Mitigation in LLMs	Rowen: Adaptive Retrieval-Augmented Generation for Hallucination Mitigation in LLMs		2402.10612	3		no_publication_relation_verified
P0678	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	2403.14403	2	10.18653/v1/2024.naacl-long.389	verified_primary_version_map
P0679	RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation	RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation				10.18653/v1/2023.emnlp-main.151	no_publication_relation_verified
P0680	Knowledge Graph Based Synthetic Corpus Generation for Knowledge-Enhanced Language Model Pre-training	Knowledge Graph Based Synthetic Corpus Generation for Knowledge-Enhanced Language Model Pre-training		2010.12688	2		no_publication_relation_verified
P0681	Knowledge-Augmented Language Model Prompting for Zero-Shot Knowledge Graph Question Answering	Knowledge-Augmented Language Model Prompting for Zero-Shot Knowledge Graph Question Answering		2306.04136	1		no_publication_relation_verified
P0682	CL-ReLKT: Cross-lingual Language Knowledge Transfer for Multilingual Retrieval Question Answering	CL-ReLKT: Cross-lingual Language Knowledge Transfer for Multilingual Retrieval Question Answering				10.18653/v1/2022.findings-naacl.165	no_publication_relation_verified
P0683	When to Read Documents or QA History: On Unified and Selective Open-domain QA	When to Read Documents or QA History: On Unified and Selective Open-domain QA				10.18653/v1/2023.findings-acl.401	no_publication_relation_verified
P0684	Enhancing LLM Intelligence with ARM-RAG: Auxiliary Rationale Memory for Retrieval Augmented Generation	Enhancing LLM Intelligence with ARM-RAG: Auxiliary Rationale Memory for Retrieval Augmented Generation		2311.04177	1		no_publication_relation_verified
P0685	CONCRETE: Improving Cross-lingual Fact-checking with Cross-lingual Retrieval	CONCRETE: Improving Cross-lingual Fact-checking with Cross-lingual Retrieval					no_publication_relation_verified
P0686	KG-BART: Knowledge Graph-Augmented BART for Generative Commonsense Reasoning	KG-BART: Knowledge Graph-Augmented BART for Generative Commonsense Reasoning				10.1609/aaai.v35i7.16796	no_publication_relation_verified
P0687	What Evidence Do Language Models Find Convincing?	What Evidence Do Language Models Find Convincing?		2402.11782	2		no_publication_relation_verified
P0688	Grounded Conversation Generation as Guided Traverses in Commonsense Knowledge Graphs	Grounded Conversation Generation as Guided Traverses in Commonsense Knowledge Graphs				10.18653/v1/2020.acl-main.184	no_publication_relation_verified
P0689	Skeleton-to-Response: Dialogue Generation Guided by Retrieval Memory	Skeleton-to-Response: Dialogue Generation Guided by Retrieval Memory				10.18653/v1/n19-1124	no_publication_relation_verified
P0690	A Model of Cross-Lingual Knowledge-Grounded Response Generation for Open-Domain Dialogue Systems	A Model of Cross-Lingual Knowledge-Grounded Response Generation for Open-Domain Dialogue Systems				10.18653/v1/2021.findings-emnlp.33	no_publication_relation_verified
P0691	From Classification to Generation: Insights into Crosslingual Retrieval Augmented ICL	From Classification to Generation: Insights into Crosslingual Retrieval Augmented ICL			3		no_publication_relation_verified
P0692	Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages	Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages				10.18653/v1/2023.findings-acl.528	no_publication_relation_verified
P0693	Citation-Enhanced Generation for LLM-based Chatbots	Citation-Enhanced Generation for LLM-based Chatbots		2402.16063	4		no_publication_relation_verified
P0694	Retrieval-Augmented Generative Question Answering for Event Argument Extraction	Retrieval-Augmented Generative Question Answering for Event Argument Extraction				10.18653/v1/2022.emnlp-main.307	no_publication_relation_verified
P0695	Retrieval-Based Neural Code Generation	Retrieval-Based Neural Code Generation				10.18653/v1/d18-1111	no_publication_relation_verified
P0696	Retrieval Augmented Code Generation and Summarization	Retrieval Augmented Code Generation and Summarization				10.18653/v1/2021.findings-emnlp.232	no_publication_relation_verified
P0697	SwissLog: Robust Anomaly Detection and Localization for Interleaved Unstructured Logs	SwissLog: Robust Anomaly Detection and Localization for Interleaved Unstructured Logs				10.1109/tdsc.2022.3162857	no_publication_relation_verified
P0698	Augmenting Log-based Anomaly Detection Models to Reduce False Anomalies with Human Feedback	Augmenting Log-based Anomaly Detection Models to Reduce False Anomalies with Human Feedback				10.1145/3534678.3539106	no_publication_relation_verified
P0699	Unsupervised Anomaly Detection on Microservice Traces through Graph VAE	Unsupervised Anomaly Detection on Microservice Traces through Graph VAE				10.1145/3543507.3583215	no_publication_relation_verified
P0700	DeepTraLog: Trace-Log Combined Microservice Anomaly Detection through Graph-based Deep Learning	DeepTraLog: trace-log combined microservice anomaly detection through graph-based deep learning				10.1145/3510003.3510180	no_publication_relation_verified
P0701	Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding	Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding		1802.04431	3		no_publication_relation_verified
P0702	A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems	A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems				10.1145/3485447.3511984	no_publication_relation_verified
P0703	Human-in-the-loop Outlier Detection	Human-in-the-loop Outlier Detection				10.1145/3318464.3389772	no_publication_relation_verified
P0704	Semi-supervised Log-based Anomaly Detection via Probabilistic Label Estimation	Semi-Supervised Log-Based Anomaly Detection via Probabilistic Label Estimation				10.1109/icse43902.2021.00130	no_publication_relation_verified
P0705	High Significant Fault Detection in Azure Core Workload Insights	High Significant Fault Detection in Azure Core Workload Insights				10.1609/aaai.v38i21.30312	no_publication_relation_verified
P0706	DBCatcher: A Cloud Database Online Anomaly Detection System based on Indicator Correlation	DBCatcher: A Cloud Database Online Anomaly Detection System based on Indicator Correlation				10.1109/icde55515.2023.00091	no_publication_relation_verified
P0707	AlerTiger: Deep Learning for AI Model Health Monitoring at LinkedIn	AlerTiger: Deep Learning for AI Model Health Monitoring at LinkedIn		2306.01977	1		no_publication_relation_verified
P0708	TS-InvarNet: Anomaly Detection and Localization based on Tempo-spatial KPI Invariants in Distributed Services	TS-InvarNet: Anomaly Detection and Localization based on Tempo-spatial KPI Invariants in Distributed Services				10.1109/icws55610.2022.00031	no_publication_relation_verified
P0709	A Composition Framework for Change Management	A composition framework for change management				10.1145/3452296.3472901	no_publication_relation_verified
P0710	A Spatiotemporal Deep Learning Approach for Unsupervised Anomaly Detection in Cloud Systems	A Spatiotemporal Deep Learning Approach for Unsupervised Anomaly Detection in Cloud Systems				10.1109/tnnls.2020.3027736	no_publication_relation_verified
P0711	Jump-Starting Multivariate Time Series Anomaly Detection for Online Service Systems	{Jump-Starting} Multivariate Time Series Anomaly Detection for Online Service Systems					no_publication_relation_verified
P0712	USAD: UnSupervised Anomaly Detection on Multivariate Time Series	USAD: UnSupervised Anomaly Detection on Multivariate Time Series				10.1145/3394486.3403392	no_publication_relation_verified
P0713	Robust random cut forest based anomaly detection on streams	Robust Random Cut Forest Based Anomaly Detection on Streams					no_publication_relation_verified
P0714	Rapid and Robust Impact Assessment of Software Changes in Large Internet-based Services	Rapid and robust impact assessment of software changes in large internet-based services				10.1145/2716281.2836087	no_publication_relation_verified
P0715	Rapid Detection of Maintenance Induced Changes in Service Performance	Rapid detection of maintenance induced changes in service performance				10.1145/2079296.2079309	no_publication_relation_verified
P0716	Detecting the Performance Impact of Upgrades in Large Operational Networks	Detecting the performance impact of upgrades in large operational networks				10.1145/1851182.1851219	no_publication_relation_verified
P0717	TraceCRL: Contrastive Representation Learning for Microservice Trace Analysis	TraceCRL: contrastive representation learning for microservice trace analysis				10.1145/3540250.3549146	no_publication_relation_verified
P0718	Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks	Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks				10.1109/issre5003.2020.00014	no_publication_relation_verified
P0719	Unsupervised Contextual Anomaly Detection for Database Systems	Unsupervised Contextual Anomaly Detection for Database Systems				10.1145/3514221.3517861	no_publication_relation_verified
P0720	Hybrid Anomaly Detection and Prioritization for Network Logs at Cloud Scale	Hybrid anomaly detection and prioritization for network logs at cloud scale				10.1145/3492321.3519566	no_publication_relation_verified
P0721	Sentiment Analysis based Error Detection for Large-Scale Systems	Sentiment Analysis based Error Detection for Large-Scale Systems				10.1109/dsn48987.2021.00037	no_publication_relation_verified
P0722	Gandalf: An Intelligent, End-To-End Analytics Service for Safe Deployment in Large-Scale Cloud Infrastructure	Gandalf: An Intelligent, {End-To-End} Analytics Service for Safe Deployment in {Large-Scale} Cloud Infrastructure 					no_publication_relation_verified
P0723	Heterogeneous Anomaly Detection for Software Systems via Attentive Multi-modal Learning	Heterogeneous Anomaly Detection for Software Systems via Attentive Multi-modal Learning		2207.02918	2		no_publication_relation_verified
P0724	Identifying Bad Software Changes via Multimodal Anomaly Detection for Online Service Systems	Identifying bad software changes via multimodal anomaly detection for online service systems				10.1145/3468264.3468543	no_publication_relation_verified
P0725	Perseus: A Fail-Slow Detection Framework for Cloud Storage Systems	Perseus: A {Fail-Slow} Detection Framework for Cloud Storage Systems					no_publication_relation_verified
P0726	IASO: A Fail-Slow Detection and Mitigation Framework for Distributed Storage Services	{IASO}: A {Fail-Slow} Detection and Mitigation Framework for Distributed Storage Services					no_publication_relation_verified
