source_row	final_paper_id	original_title	input_url	observed_title
R0678	P0676	Self-Knowledge Guided Retrieval Augmentation for Large Language Models	https://aclanthology.org/2023.findings-emnlp.691/	Self-Knowledge Guided Retrieval Augmentation for Large Language Models
R0679	P0677	Retrieve only when it needs: Adaptive retrieval augmentation for hallucination mitigation in large language models	https://arxiv.org/abs/2402.10612	Rowen: Adaptive Retrieval-Augmented Generation for Hallucination Mitigation in LLMs
R0680	P0678	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	https://arxiv.org/abs/2403.14403	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity
R0681	P0679	RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation	https://aclanthology.org/2023.emnlp-main.151/	RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation
R0682	P0680	Knowledge Graph Based Synthetic Corpus Generation for Knowledge-Enhanced Language Model Pre-training	https://arxiv.org/abs/2010.12688	Knowledge Graph Based Synthetic Corpus Generation for Knowledge-Enhanced Language Model Pre-training
R0683	P0681	Knowledge-Augmented Language Model Prompting for Zero-Shot Knowledge Graph Question Answering	https://arxiv.org/abs/2306.04136	Knowledge-Augmented Language Model Prompting for Zero-Shot Knowledge Graph Question Answering
R0684	P0682	CL-ReLKT: Cross-lingual Language Knowledge Transfer for Multilingual Retrieval Question Answering	https://doi.org/10.18653/v1/2022.findings-naacl.165	CL-ReLKT: Cross-lingual Language Knowledge Transfer for Multilingual Retrieval Question Answering
R0685	P0683	When to Read Documents or QA History: On Unified and Selective Open-domain QA	https://doi.org/10.18653/v1/2023.findings-acl.401	When to Read Documents or QA History: On Unified and Selective Open-domain QA
R0686	P0684	Enhancing LLM Intelligence with ARM-RAG: Auxiliary Rationale Memory for Retrieval Augmented Generation	https://arxiv.org/abs/2311.04177	Enhancing LLM Intelligence with ARM-RAG: Auxiliary Rationale Memory for Retrieval Augmented Generation
R0687	P0685	CONCRETE: Improving Cross-lingual Fact-checking with Cross-lingual Retrieval	https://aclanthology.org/2022.coling-1.86/	CONCRETE: Improving Cross-lingual Fact-checking with Cross-lingual Retrieval
R0688	P0686	KG-BART: Knowledge Graph-Augmented BART for Generative Commonsense Reasoning	https://doi.org/10.1609/aaai.v35i7.16796	KG-BART: Knowledge Graph-Augmented BART for Generative Commonsense Reasoning
R0689	P0687	What Evidence Do Language Models Find Convincing?	https://arxiv.org/abs/2402.11782	What Evidence Do Language Models Find Convincing?
R0690	P0688	Grounded Conversation Generation as Guided Traverses in Commonsense Knowledge Graphs	https://doi.org/10.18653/v1/2020.acl-main.184	Grounded Conversation Generation as Guided Traverses in Commonsense Knowledge Graphs
R0691	P0689	Skeleton-to-Response: Dialogue Generation Guided by Retrieval Memory	https://doi.org/10.18653/v1/N19-1124	Skeleton-to-Response: Dialogue Generation Guided by Retrieval Memory
R0692	P0690	A Model of Cross-Lingual Knowledge-Grounded Response Generation for Open-Domain Dialogue Systems	https://doi.org/10.18653/v1/2021.findings-emnlp.33	A Model of Cross-Lingual Knowledge-Grounded Response Generation for Open-Domain Dialogue Systems
R0693	P0691	From Classification to Generation: Insights into Crosslingual Retrieval Augmented ICL	https://openreview.net/forum?id=KLPLCXo4aD	From Classification to Generation: Insights into Crosslingual Retrieval Augmented ICL
R0694	P0692	Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages	https://aclanthology.org/2023.findings-acl.528/	Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages
R0695	P0693	Citation-Enhanced Generation for LLM-based Chatbot	https://arxiv.org/abs/2402.16063	Citation-Enhanced Generation for LLM-based Chatbots
R0696	P0694	Retrieval-Augmented Generative Question Answering for Event Argument Extraction	https://doi.org/10.18653/v1/2022.emnlp-main.307	Retrieval-Augmented Generative Question Answering for Event Argument Extraction
R0697	P0695	Retrieval-Based Neural Code Generation	https://doi.org/10.18653/v1/D18-1111	Retrieval-Based Neural Code Generation
R0698	P0696	Retrieval Augmented Code Generation and Summarization	https://doi.org/10.18653/v1/2021.findings-emnlp.232	Retrieval Augmented Code Generation and Summarization
R0699	P0697	SwissLog: Robust Anomaly Detection and Localization for Interleaved Unstructured Logs	https://ieeexplore.ieee.org/document/9744513/	SwissLog: Robust Anomaly Detection and Localization for Interleaved Unstructured Logs
R0700	P0698	Augmenting Log-based Anomaly Detection Models to Reduce False Anomalies with Human Feedback	https://doi.org/10.1145/3534678.3539106	Augmenting Log-based Anomaly Detection Models to Reduce False Anomalies with Human Feedback
R0701	P0699	Unsupervised Anomaly Detection on Microservice Traces through Graph VAE	https://netman.aiops.org/wp-content/uploads/2023/02/TraceVAE.pdf	Unsupervised Anomaly Detection on Microservice Traces through Graph VAE
R0702	P0700	DeepTraLog: Trace-Log Combined Microservice Anomaly Detection through Graph-based Deep Learning	https://cspengxin.github.io/publications/icse22-DeepTraLog.pdf	DeepTraLog: Trace-Log Combined Microservice Anomaly Detection through Graph-based Deep Learning
R0703	P0701	Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding	https://arxiv.org/abs/1802.04431	Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding
R0704	P0702	A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems	https://doi.org/10.1145/3485447.3511984	A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems
R0705	P0703	Human-in-the-loop Outlier Detection	https://dbgroup.cs.tsinghua.edu.cn/ligl/papers/sigmod20-outlier.pdf	Human-in-the-loop Outlier Detection
R0706	P0704	Semi-supervised Log-based Anomaly Detection via Probabilistic Label Estimation	https://ieeexplore.ieee.org/document/9401970	Semi-supervised Log-based Anomaly Detection via Probabilistic Label Estimation
R0707	P0705	High Significant Fault Detection in Azure Core Workload Insights	https://ojs.aaai.org/index.php/AAAI/article/view/30312	High Significant Fault Detection in Azure Core Workload Insights
R0708	P0706	DBCatcher: A Cloud Database Online Anomaly Detection System based on Indicator Correlation	https://ieeexplore.ieee.org/document/10184680	DBCatcher: A Cloud Database Online Anomaly Detection System based on Indicator Correlation
R0709	P0707	AlerTiger: Deep Learning for AI Model Health Monitoring at LinkedIn	https://arxiv.org/abs/2306.01977	AlerTiger: Deep Learning for AI Model Health Monitoring at LinkedIn
R0710	P0708	TS-InvarNet: Anomaly Detection and Localization based on Tempo-spatial KPI Invariants in Distributed Services	https://yuxiaoba.github.io/publication/tsinvarnet22/tsInvarNet22.pdf	TS-InvarNet: Anomaly Detection and Localization based on Tempo-spatial KPI Invariants in Distributed Services
R0711	P0709	A Composition Framework for Change Management	https://doi.org/10.1145/3452296.3472901	A Composition Framework for Change Management
R0712	P0710	A Spatiotemporal Deep Learning Approach for Unsupervised Anomaly Detection in Cloud Systems	https://ieeexplore.ieee.org/document/9228885	A Spatiotemporal Deep Learning Approach for Unsupervised Anomaly Detection in Cloud Systems
R0713	P0711	Jump-Starting Multivariate Time Series Anomaly Detection for Online Service Systems	https://www.usenix.org/system/files/atc21-ma.pdf	Jump-Starting Multivariate Time Series Anomaly Detection for Online Service Systems
R0714	P0712	USAD: UnSupervised Anomaly Detection on Multivariate Time Series	https://doi.org/10.1145/3394486.3403392	USAD: UnSupervised Anomaly Detection on Multivariate Time Series
R0715	P0713	Robust random cut forest based anomaly detection on streams	https://proceedings.mlr.press/v48/guha16.pdf	Robust random cut forest based anomaly detection on streams
R0716	P0714	Rapid and Robust Impact Assessment of Software Changes in Large Internet-based Services	https://conferences2.sigcomm.org/co-next/2015/img/papers/conext15-final2.pdf	Rapid and Robust Impact Assessment of Software Changes in Large Internet-based Services
R0717	P0715	Rapid Detection of Maintenance Induced Changes in Service Performance	https://www.cs.utexas.edu/~yzhang/papers/prism-conext11.pdf	Rapid Detection of Maintenance Induced Changes in Service Performance
R0718	P0716	Detecting the Performance Impact of Upgrades in Large Operational Networks	https://www.cs.utexas.edu/~yzhang/papers/mercury-sigc10.pdf	Detecting the Performance Impact of Upgrades in Large Operational Networks
R0719	P0717	TraceCRL: Contrastive Representation Learning for Microservice Trace Analysis	https://doi.org/10.1145/3540250.3549146	TraceCRL: Contrastive Representation Learning for Microservice Trace Analysis
R0720	P0718	Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks	https://ieeexplore.ieee.org/document/9251058	Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks
R0721	P0719	Unsupervised Contextual Anomaly Detection for Database Systems	https://dbgroup.cs.tsinghua.edu.cn/ligl/papers/anomaly-detection-sigmod2022.pdf	Unsupervised Contextual Anomaly Detection for Database Systems
R0722	P0720	Hybrid Anomaly Detection and Prioritization for Network Logs at Cloud Scale	https://doi.org/10.1145/3492321.3519566	Hybrid Anomaly Detection and Prioritization for Network Logs at Cloud Scale
R0723	P0721	Sentiment Analysis based Error Detection for Large-Scale Systems	https://ieeexplore.ieee.org/document/9505163	Sentiment Analysis based Error Detection for Large-Scale Systems
R0724	P0722	Gandalf: An Intelligent, End-To-End Analytics Service for Safe Deployment in Large-Scale Cloud Infrastructure	https://www.usenix.org/conference/nsdi20/presentation/li	Gandalf: An Intelligent, End-To-End Analytics Service for Safe Deployment in Large-Scale Cloud Infrastructure
R0725	P0723	Heterogeneous Anomaly Detection for Software Systems via Attentive Multi-modal Learning	https://arxiv.org/abs/2207.02918	Heterogeneous Anomaly Detection for Software Systems via Attentive Multi-modal Learning
R0726	P0724	Identifying Bad Software Changes via Multimodal Anomaly Detection for Online Service Systems	https://doi.org/10.1145/3468264.3468543	Identifying Bad Software Changes via Multimodal Anomaly Detection for Online Service Systems
R0727	P0725	Perseus: A Fail-Slow Detection Framework for Cloud Storage Systems	https://www.usenix.org/conference/fast23/presentation/lu	Perseus: A Fail-Slow Detection Framework for Cloud Storage Systems
R0728	P0726	IASO: A Fail-Slow Detection and Mitigation Framework for Distributed Storage Services	https://www.usenix.org/system/files/atc19-panda_0.pdf	IASO: A Fail-Slow Detection and Mitigation Framework for Distributed Storage Services
R0729	P0727	Towards a Rigorous Evaluation of Time-series Anomaly Detection	https://arxiv.org/abs/2109.05257	Towards a Rigorous Evaluation of Time-series Anomaly Detection
R0730	P0728	Large Language Models for Information Retrieval: A Survey	https://arxiv.org/abs/2308.07107	Large Language Models for Information Retrieval: A Survey
R0731	P0729	Generative and Pseudo-Relevant Feedback for Sparse, Dense and Learned Sparse Retrieval	https://arxiv.org/abs/2305.07477	Generative and Pseudo-Relevant Feedback for Sparse, Dense and Learned Sparse Retrieval
R0732	P0730	Generative Relevance Feedback with Large Language Models	https://arxiv.org/abs/2304.13157	Generative Relevance Feedback with Large Language Models
R0733	P0731	GRM: Generative Relevance Modeling Using Relevance-Aware Sample Estimation for Document Retrieval	https://arxiv.org/abs/2306.09938	GRM: Generative Relevance Modeling Using Relevance-Aware Sample Estimation for Document Retrieval
R0734	P0732	Large Language Models are Strong Zero-Shot Retriever	https://arxiv.org/abs/2304.14233	Large Language Models are Strong Zero-Shot Retriever
R0735	P0733	Enhancing Conversational Search: Large Language Model-Aided Informative Query Rewriting	https://aclanthology.org/2023.findings-emnlp.398/	Enhancing Conversational Search: Large Language Model-Aided Informative Query Rewriting
R0736	P0734	Can generative LLMs create query variants for test collections? An exploratory study	https://arxiv.org/abs/2501.17981	Can generative LLMs create query variants for test collections? An exploratory study
R0737	P0735	Corpus-Steered Query Expansion with Large Language Models	https://aclanthology.org/2024.eacl-short.34/	Corpus-Steered Query Expansion with Large Language Models
R0738	P0736	Can Query Expansion Improve Generalization of Strong Cross-Encoder Rankers?	https://arxiv.org/abs/2311.09175	Can Query Expansion Improve Generalization of Strong Cross-Encoder Rankers?
R0739	P0737	Query Performance Prediction using Relevance Judgments Generated by Large Language Models	https://arxiv.org/abs/2404.01012	Query Performance Prediction using Relevance Judgments Generated by Large Language Models
R0740	P0738	RaFe: Ranking Feedback Improves Query Rewriting for RAG	https://arxiv.org/abs/2405.14431	RaFe: Ranking Feedback Improves Query Rewriting for RAG
R0741	P0739	Crafting the Path: Robust Query Rewriting for Information Retrieval	https://arxiv.org/abs/2407.12529	Crafting the Path: Robust Query Rewriting for Information Retrieval
R0742	P0740	Query Rewriting for Retrieval-Augmented Large Language Models	https://arxiv.org/abs/2305.14283	Query Rewriting for Retrieval-Augmented Large Language Models
R0743	P0741	QUILL: Query Intent with Large Language Models using Retrieval Augmentation and Multi-stage Distillation	https://aclanthology.org/2022.emnlp-industry.50/	QUILL: Query Intent with Large Language Models using Retrieval Augmentation and Multi-stage Distillation
R0744	P0742	Knowledge Refinement via Interaction Between Search Engines and Large Language Models	https://arxiv.org/abs/2305.07402	Synergistic Interplay between Search and Large Language Models for Information Retrieval
